Feature,Block,Universe,Availability,Source,TemporalRule,Direction,Notes,PresentInTeamStore,PresentInHistoricalMatchups,PresentInStage2Matchups,InAnyCandidateSet,TargetDerivedPrior,RequiresFoldFittedPreprocessing
detailed__clean__fourfactorcomposite_mean,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__clean__fourfactorcomposite_median,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__clean__fourfactoredge_mean,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__clean__fourfactoredge_median,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__clean__ft_pct_ros,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__clean__ft_rate_ros,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__clean__ftmade_rate_ros,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__clean__ftmaderate_mean,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__clean__ftmaderate_median,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__clean__ftpct_mean,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__clean__ftpct_median,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__clean__ftrate_mean,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__clean__ftrate_median,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__clean__ftrate_std,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__clean__ftrate_trim02,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__clean__games,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__clean__net_rtg_ros,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__clean__netrtg_mean,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__clean__netrtg_median,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__clean__netrtg_std,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__clean__netrtg_trim02,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__clean__off_rtg_ros,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__clean__offrtg_mean,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__clean__offrtg_median,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__clean__offrtg_std,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__clean__offrtg_trim02,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__clean__opp_efg_ros,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__clean__opp_ft_rate_ros,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__clean__opp_ftmade_rate_ros,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__clean__opp_tov_pct_ros,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
